ticket_id,created_at,channel,ticket_text,language,true_category,true_priority,text_norm_v1
TKT000238,2025-02-05T07:01:18.261Z,call,wifi not working pls fix urgent,en,Network / Connectivity,P4,wifi not working pls fix urgent
TKT000239,2024-12-02T14:52:00.139Z,chat,مشكلة في الراوتر,ar,Device / Hardware,P3,مشكلة في الراوتر
TKT000240,2025-02-07T10:06:50.020Z,chat,downgrade request,en,Service Activation / Changes,P4,downgrade request
TKT000241,2024-12-26T07:01:25.832Z,web,invoice مش صح,en,Billing & Payments,P4,invoice مش صح
TKT000242,2025-01-29T14:00:53.539Z,,forgot password help,en,Account & Authentication,P4,forgot password help
TKT000243,2025-02-11T06:27:39.429Z,chat,sim not detected,en,Device / Hardware,P3,sim not detected
TKT000244,2024-12-25T18:25:48.939Z,app,otp not received,en,Account & Authentication,P3,otp not received
TKT000245,2024-12-06T13:57:11.442Z,email,cant access account,en,Account & Authentication,P4,cant access account
TKT000246,2024-12-18T05:07:38.872Z,email,اشتكيت كتير ما في حل!!,ar,Complaints & Service Quality,P1,اشتكيت كتير ما في حل!!
TKT000247,2025-02-10T11:04:08.902Z,email,billing و network both,ar,Other,P3,billing و network both
TKT000248,2025-01-23T06:27:35.099Z,email,ما في اشارة في Egypt???,ar,Roaming & International Services,P2,ما في اشارة في Egypt???
TKT000249,2024-12-16T17:10:48.426Z,chat,pin blocked help,en,Account & Authentication,P1,pin blocked help
TKT000250,2024-12-23T06:35:25.415Z,chat,invoice wrong pls fix,en,Billing & Payments,P3,invoice wrong pls fix
TKT000251,2025-02-28T20:15:38.471Z,email,international calls not working,en,Roaming & International Services,P2,international calls not working
TKT000252,2024-12-20T14:53:00.330Z,web,طلب تخفيض,ar,Service Activation / Changes,P4,طلب تخفيض
TKT000253,2024-12-20T08:38:16.059Z,app,connection keeps dropping every few minutes,en,Network / Connectivity,P2,connection keeps dropping every few minutes
TKT000254,2025-02-17T06:50:22.248Z,email,النت فاصل من morning,ar,Network / Connectivity,P3,النت فاصل من morning
TKT000255,2025-01-20T06:04:15.489Z,chat,ينقطع طول الوقت,ar,Network / Connectivity,P4,ينقطع طول الوقت
TKT000256,2025-02-23T18:01:40.948Z,call,الموقع معقد,ar,Other,,الموقع معقد
TKT000257,2025-01-03T08:01:30.232Z,web,charged for service i dont have,en,Billing & Payments,P2,charged for service i dont have
TKT000258,2025-02-27T08:24:54.555Z,chat,connection يقطع كل دقيقة,ar,Network / Connectivity,P4,connection يقطع كل دقيقة
TKT000259,2025-01-01T12:35:47.514Z,chat,signal lost completely,en,Network / Connectivity,P4,signal lost completely
TKT000260,2025-01-30T15:04:28.123Z,web,billing and also internet problem both,en,Other,P1,billing and also internet problem both
TKT000261,2025-02-12T11:41:56.361Z,web,bill is incorrect,en,Billing & Payments,P4,bill is incorrect
TKT000262,2024-12-27T08:14:29.780Z,web,cant activate the service,en,Service Activation / Changes,P3,cant activate the service
TKT000263,2025-01-30T17:31:35.958Z,chat,problem,en,Other,P3,problem
TKT000264,2024-12-23T09:25:54.172Z,web,cancel my subscription urgent,en,Service Activation / Changes,P3,cancel my subscription urgent
TKT000265,2024-12-17T06:07:34.754Z,chat,ينقطع طول الوقت,,Network / Connectivity,P4,ينقطع طول الوقت
TKT000266,2025-02-24T12:19:37.859Z,email,fed up with this???,,Complaints & Service Quality,P3,fed up with this???
TKT000267,2024-12-30T16:31:32.305Z,call,كود التفعيل ما وصل,ar,Account & Authentication,P4,كود التفعيل ما وصل
TKT000268,2024-12-03T07:25:59.082Z,,wifi مش شغال urgent,,Network / Connectivity,P1,wifi مش شغال urgent
TKT000269,2024-12-20T14:37:02.597Z,chat,data roaming disabled help,en,Roaming & International Services,P3,data roaming disabled help
TKT000270,2025-02-14T02:22:58.079Z,call,النت فاصل من yesterday,ar,Network / Connectivity,,النت فاصل من yesterday
TKT000271,2025-01-18T06:20:10.711Z,app,payment failed but money deducted,en,Billing & Payments,P4,payment failed but money deducted
TKT000272,2024-12-18T09:21:44.718Z,email,التفعيل مش شغال!!,ar,Service Activation / Changes,P4,التفعيل مش شغال!!
TKT000273,2024-12-11T08:29:07.507Z,web,connection keeps dropping every few minutes,en,Network / Connectivity,P3,connection keeps dropping every few minutes
TKT000274,2025-01-22T18:34:41.415Z,web,مشكلة  في  تغيير  الباقة,ar,Service Activation / Changes,P2,مشكلة  في  تغيير  الباقة
TKT000275,2025-02-23T11:32:52.621Z,chat,pin blocked help!!,,Account & Authentication,,pin blocked help!!
TKT000276,2025-01-16T09:54:25.140Z,app,billing and also internet problem both,en,Other,P3,billing and also internet problem both
TKT000277,2025-01-02T15:00:15.589Z,email,المودم يعيد التشغيل,ar,Device / Hardware,P3,المودم يعيد التشغيل
TKT000278,2025-02-28T06:27:44.150Z,app,مشكلة في تغيير الباقة,ar,Service Activation / Changes,P4,مشكلة في تغيير الباقة
TKT000279,2025-01-14T11:38:19.882Z,call,international calls not working,en,Roaming & International Services,P2,international calls not working
TKT000280,2025-02-17T13:04:15.566Z,call,no one helps me,en,Complaints & Service Quality,P3,no one helps me
TKT000281,2024-12-31T11:34:38.031Z,call,otp not received,en,Account & Authentication,P4,otp not received
TKT000282,2025-01-20T19:43:49.841Z,email,internet فاصل من الصبح,ar,Network / Connectivity,P4,internet فاصل من الصبح
TKT000283,2025-01-23T18:33:48.446Z,email,السرعة سيئة جدا,ar,Network / Connectivity,P1,السرعة سيئة جدا
TKT000284,2024-12-01T16:55:07.388Z,web,no service abroad,en,Roaming & International Services,,no service abroad
TKT000285,2025-02-07T19:40:19.482Z,call,ينقطع طول الوقت,ar,Network / Connectivity,P2,ينقطع طول الوقت
TKT000286,2025-01-05T18:27:39.224Z,app,التفعيل مش شغال,,Service Activation / Changes,P3,التفعيل مش شغال
TKT000287,2024-12-24T21:35:14.799Z,call,activation مش شغال,en,Service Activation / Changes,P2,activation مش شغال
TKT000288,2025-02-26T12:06:03.114Z,call,billing error need refund,en,Billing & Payments,P3,billing error need refund
TKT000289,2024-12-24T11:06:11.906Z,chat,فاتورة وكمان نت مشكلة,ar,Other,P4,فاتورة وكمان نت مشكلة
TKT000290,2025-01-14T10:38:42.197Z,call,شبكة وحساب مشاكل,ar,Other,P4,شبكة وحساب مشاكل
TKT000291,2025-02-26T08:34:12.502Z,call,no signal in my area,en,Network / Connectivity,P4,no signal in my area
TKT000292,2025-02-10T15:35:22.670Z,chat,ليش غالية كتير هالشهر؟,ar,Billing & Payments,P4,ليش غالية كتير هالشهر؟
TKT000293,2024-12-12T10:58:53.177Z,call,package upgrade problem,en,Service Activation / Changes,,package upgrade problem
TKT000294,2025-02-10T10:40:26.654Z,web,modem keeps restarting,en,Device / Hardware,,modem keeps restarting
TKT000295,2025-01-23T09:45:37.701Z,web,احتاج ترقية للباقة,ar,Service Activation / Changes,P3,احتاج ترقية للباقة
TKT000296,2025-02-21T10:56:09.860Z,web,ما في انترنت خالص,ar,Network / Connectivity,,ما في انترنت خالص
TKT000297,2024-12-20T08:16:29.826Z,call,otp not received,en,Account & Authentication,P3,otp not received
TKT000298,2025-02-14T06:02:34.687Z,web,modem keeps restarting,en,Device / Hardware,P3,modem keeps restarting
TKT000299,2025-02-24T15:59:24.274Z,call,ينقطع طول الوقت,ar,Network / Connectivity,P4,ينقطع طول الوقت
TKT000300,2024-12-08T06:51:40.059Z,email,ينقطع طول الوقت,ar,Network / Connectivity,P3,ينقطع طول الوقت
TKT000301,2025-01-29T16:48:12.985Z,call,تسجيل الشريحة ما اشتغل,ar,Account & Authentication,P4,تسجيل الشريحة ما اشتغل
TKT000302,2025-02-21T18:50:12.799Z,web,invoice wrong pls fix,en,Billing & Payments,P4,invoice wrong pls fix
TKT000303,2025-02-28T18:35:49.501Z,call,wrong amount on bill,en,Billing & Payments,P3,wrong amount on bill
TKT000304,2025-02-05T15:55:11.134Z,email,ينقطع طول الوقت,ar,Network / Connectivity,P4,ينقطع طول الوقت
TKT000305,2025-01-22T17:01:31.651Z,email,ابغى الغي الباقة,ar,Service Activation / Changes,P4,ابغى الغي الباقة
TKT000306,2025-01-16T14:30:01.921Z,email,urgent,en,Other,P3,urgent
TKT000307,2025-01-29T08:58:25.864Z,email,urgent,en,Other,P4,urgent
TKT000308,2025-02-19T08:23:19.609Z,web,charged twice this month check it,en,Billing & Payments,P4,charged twice this month check it
TKT000309,2025-02-11T06:12:06.699Z,chat,الشريحة ما تنقرا,ar,Device / Hardware,P3,الشريحة ما تنقرا
TKT000310,2024-12-17T10:25:52.324Z,web,roaming charges too high,en,Roaming & International Services,P3,roaming charges too high
TKT000311,2025-01-21T13:23:28.373Z,call,disconnects all the time,en,Network / Connectivity,P3,disconnects all the time
TKT000312,2024-12-12T07:52:03.194Z,email,cant use phone overseas,en,Roaming & International Services,P4,cant use phone overseas
TKT000313,2025-01-25T13:03:36.691Z,web,الدفع فشل بس المبلغ اتخصم,ar,Billing & Payments,P4,الدفع فشل بس المبلغ اتخصم
TKT000314,2025-01-15T12:17:58.481Z,,ابغى اغير الباقة,ar,Service Activation / Changes,P1,ابغى اغير الباقة
TKT000315,2024-12-31T09:48:16.285Z,app,ابغى  اغير  الباقة,,Service Activation / Changes,P4,ابغى  اغير  الباقة
TKT000316,2025-01-19T22:14:41.647Z,email,payment failed but money deducted,en,Billing & Payments,P2,payment failed but money deducted
TKT000317,2024-12-05T07:47:59.894Z,chat,charged twice this month check it,en,Billing & Payments,P3,charged twice this month check it
TKT000318,2025-01-22T08:55:02.943Z,call,wifi not working pls fix urgent,en,Network / Connectivity,P3,wifi not working pls fix urgent
TKT000319,2024-12-17T14:52:10.258Z,chat,التفعيل مش شغال,,Service Activation / Changes,P3,التفعيل مش شغال
TKT000320,2025-01-15T15:03:10.673Z,app,invoice wrong pls fix,en,Billing & Payments,P4,invoice wrong pls fix
TKT000321,2025-01-20T06:21:45.618Z,app,الشبكة معطلة,ar,Network / Connectivity,P1,الشبكة معطلة
TKT000322,2024-12-20T17:14:46.514Z,chat,hardware مشكلة في الراوتر,en,Device / Hardware,P3,hardware مشكلة في الراوتر
TKT000323,2025-02-11T09:40:30.512Z,email,شحن مضاعف,ar,Billing & Payments,P4,شحن مضاعف
TKT000324,2025-02-18T12:36:36.013Z,chat,billing و network both,ar,Other,P4,billing و network both
TKT000325,2025-02-12T11:40:15.452Z,app,signal lost completely,en,Network / Connectivity,P3,signal lost completely
TKT000326,2025-02-19T13:10:09.914Z,web,cant activate the service,en,Service Activation / Changes,P3,cant activate the service
TKT000327,2024-12-18T16:56:54.673Z,web,connection keeps dropping every few minutes,en,Network / Connectivity,P4,connection keeps dropping every few minutes
TKT000328,2025-02-12T14:26:10.681Z,web,التطبيق مش كويس,ar,Other,P4,التطبيق مش كويس
TKT000329,2025-01-31T10:20:02.677Z,web,service quality terrible,en,Complaints & Service Quality,P3,service quality terrible
TKT000330,2024-12-18T11:33:10.042Z,app,cant login to my account,en,Account & Authentication,P3,cant login to my account
TKT000331,2025-01-24T14:24:34.259Z,app,payment failed but money deducted,en,Billing & Payments,P4,payment failed but money deducted
TKT000332,2024-12-02T11:32:25.615Z,chat,ما في انترنت خالص,ar,Network / Connectivity,P4,ما في انترنت خالص
TKT000333,2025-02-20T08:27:22.187Z,chat,general question,en,Other,P3,general question
TKT000334,2025-01-20T10:03:16.644Z,call,charged for service i dont have!!,en,Billing & Payments,P4,charged for service i dont have!!
TKT000335,2025-02-07T18:08:31.278Z,call,DISCONNECTS ALL THE TIME,en,Network / Connectivity,P4,DISCONNECTS ALL THE TIME
TKT000336,2025-02-04T13:20:33.102Z,email,bill is incorrect,en,Billing & Payments,P3,bill is incorrect
TKT000337,2025-01-01T13:30:27.268Z,email,الدفع فشل بس المبلغ اتخصم,ar,Billing & Payments,P3,الدفع فشل بس المبلغ اتخصم
TKT000338,2024-12-09T15:48:34.996Z,email,HELLO,en,Other,P2,HELLO
TKT000339,2025-01-06T08:49:02.014Z,call,الحساب محظور,,Account & Authentication,P3,الحساب محظور
TKT000340,2024-12-16T11:59:01.939Z,chat,ما قدرت ادخل,ar,Account & Authentication,P3,ما قدرت ادخل
TKT000341,2025-01-29T16:39:56.148Z,chat,الفاتورة غلط,ar,Billing & Payments,P3,الفاتورة غلط
TKT000342,2024-12-04T12:09:55.472Z,email,cant activate the service,en,Service Activation / Changes,P4,cant activate the service
TKT000343,2024-12-17T10:15:22.084Z,chat,roaming not working in Egypt,en,Roaming & International Services,P4,roaming not working in Egypt
TKT000344,2025-02-13T10:54:50.080Z,email,not happy with support,en,Complaints & Service Quality,P3,not happy with support
TKT000345,2025-02-19T18:49:01.888Z,web,no service abroad,en,Roaming & International Services,P3,no service abroad
TKT000346,2025-01-10T15:34:59.870Z,web,billing غلط محتاج refund,en,Billing & Payments,P2,billing غلط محتاج refund
TKT000347,2024-12-12T07:34:34.267Z,call,app not good,en,Other,,app not good
TKT000348,2025-01-10T19:21:17.068Z,chat,فيه خطأ في الحساب,ar,Billing & Payments,,فيه خطأ في الحساب
TKT000349,2025-02-24T16:25:48.194Z,call,hello,en,Other,P1,hello
TKT000350,2025-01-10T06:39:37.671Z,email,الشبكة معطلة,,Network / Connectivity,P3,الشبكة معطلة
TKT000351,2025-01-08T11:56:38.936Z,email,wrong amount on bill,en,Billing & Payments,P3,wrong amount on bill
TKT000352,2024-12-16T10:14:35.390Z,app,login not working,en,Account & Authentication,P3,login not working
TKT000353,2025-01-06T06:55:10.105Z,chat,billing غلط محتاج refund,ar,Billing & Payments,P4,billing غلط محتاج refund
TKT000354,2024-12-17T10:30:51.871Z,app,حاسبوني على خدمة ما عندي,ar,Billing & Payments,P3,حاسبوني على خدمة ما عندي
TKT000355,2025-02-20T07:22:29.751Z,call,urgent,en,Other,P3,urgent
TKT000356,2025-02-12T14:57:34.440Z,email,verification code not coming,en,Account & Authentication,,verification code not coming
TKT000357,2025-01-03T09:26:40.049Z,web,billing و network both,ar,Other,P3,billing و network both
TKT000358,2025-02-19T09:00:26.772Z,app,ينقطع طول الوقت,ar,Network / Connectivity,P3,ينقطع طول الوقت
TKT000359,2025-01-17T08:40:17.661Z,email,invoice  wrong  pls  fix,en,Billing & Payments,P3,invoice  wrong  pls  fix
TKT000360,2025-02-04T12:39:57.350Z,call,no signal in Egypt,en,Roaming & International Services,P4,no signal in Egypt
TKT000361,2025-01-30T13:52:06.037Z,app,password نسيتها help,ar,Account & Authentication,P4,password نسيتها help
TKT000362,2025-01-23T07:30:55.002Z,chat,quality ردية very bad,en,Complaints & Service Quality,P4,quality ردية very bad
TKT000363,2025-01-21T14:00:10.826Z,app,الواي فاي مش شغال,ar,Network / Connectivity,P1,الواي فاي مش شغال
TKT000364,2025-01-09T06:18:19.352Z,email,فيه خطأ في الحساب!!,ar,Billing & Payments,P4,فيه خطأ في الحساب!!
